Date and time,Batch,LIQUID,LIQUID,LIQUID,LIQUID,LIQUID,LIQUID,pH,GAS,GAS,GAS,GAS,OFFGAS,OFFGAS,PRESSURE,PRESSURE,OXYGEN
,,INFLOW,INFLOW,INFLOW,INFLOW,INFLOW,INFLOW,,INFLOW,INFLOW,INFLOW,INFLOW,1,2,1,2,
,,1,2,3,4,5,6,,1,2,3,4,,,,,
21/02/2019 14:31,4030,1300.47,37.52,20.28,,537.35,24010.00,5.62,12496.98,,,125.64,2.91,0.00,2.00,5.32,5.15
21/02/2019 14:46,4030,1299.91,37.77,20.27,,536.78,23960.00,5.62,12497.24,,,125.36,2.89,0.00,2.00,5.32,5.31
21/02/2019 15:01,4030,1299.37,37.25,20.24,,537.22,24100.00,5.62,12503.76,,,125.22,2.88,0.00,2.00,5.32,5.17
21/02/2019 15:16,4030,1300.73,37.64,20.26,,537.20,23980.00,5.62,12502.25,,,125.24,2.87,0.00,2.00,5.32,4.96
21/02/2019 15:31,4030,1299.57,37.50,20.26,,537.23,24000.00,5.62,12500.65,,,124.98,2.85,0.00,2.00,5.32,5.21
21/02/2019 15:46,4030,1299.77,37.71,20.38,,536.93,24020.00,5.61,12502.50,,,124.44,2.85,0.00,2.00,5.33,5.11
21/02/2019 16:01,4030,1299.51,37.82,20.34,,536.94,24000.00,5.62,12501.98,,,124.62,2.82,0.00,2.00,5.33,5.11
21/02/2019 16:16,4030,1300.12,37.55,20.30,,536.96,24010.00,5.62,12495.50,,,124.43,2.81,0.00,2.00,5.33,5.47
21/02/2019 16:31,4030,1299.98,37.65,20.31,,536.83,23980.00,5.62,12495.84,,,124.26,2.80,0.00,2.00,5.33,4.80
21/02/2019 16:46,4030,1300.03,37.41,20.28,,536.98,24020.00,5.62,12498.31,,,124.09,2.79,0.00,2.00,5.33,5.33
21/02/2019 17:01,4030,1300.26,37.35,20.32,,537.08,24010.00,5.62,12499.38,,,123.80,2.79,0.00,2.00,5.33,4.88
21/02/2019 17:16,4030,1299.47,37.53,20.42,,537.31,23990.00,5.62,12501.43,,,123.72,2.77,0.00,2.00,5.33,5.56
21/02/2019 17:31,4030,1300.41,38.00,20.30,,537.42,23880.00,5.62,12503.26,,,124.16,2.76,0.00,2.00,5.33,4.52
21/02/2019 17:46,4030,1299.51,37.48,20.36,,536.79,24010.00,5.63,12503.43,,,123.75,2.75,0.00,2.00,5.33,5.90
21/02/2019 18:01,4030,1299.67,37.50,20.29,,537.08,24020.00,5.63,12496.33,,,123.86,2.74,0.00,2.00,5.33,5.58
21/02/2019 18:16,4030,1300.09,37.78,20.31,,536.67,23980.00,5.63,12502.99,,,124.04,2.72,0.00,2.00,5.33,5.29
21/02/2019 18:31,4030,1300.16,37.55,20.30,,537.31,23990.00,5.63,12499.24,,,123.33,2.72,0.00,2.00,5.33,5.18
21/02/2019 18:46,4030,1300.14,37.47,20.28,,536.86,24000.00,5.64,12504.53,,,122.50,2.72,0.07,2.00,5.33,4.97
21/02/2019 19:01,4030,1299.57,37.74,20.36,,536.63,24020.00,5.63,12503.43,,,123.10,2.73,0.30,2.00,5.33,5.46
21/02/2019 19:16,4030,1300.55,37.48,20.31,,536.80,24090.00,5.64,12500.65,,,123.46,2.72,0.73,2.00,5.33,5.47
21/02/2019 19:31,4030,1300.42,37.36,20.29,,536.82,24000.00,5.64,12498.76,,,123.33,2.70,1.33,2.00,5.33,4.84
21/02/2019 19:46,4030,1299.96,37.65,20.32,,537.02,23980.00,5.64,12504.03,,,122.27,2.70,2.29,2.00,5.33,5.43
21/02/2019 20:01,4030,1299.53,37.72,20.44,,536.78,24000.00,5.64,12498.03,,,122.04,2.69,3.00,2.00,5.33,5.63
21/02/2019 20:16,4030,1042.06,37.86,20.27,,537.08,24150.00,5.64,12494.97,,,122.32,2.67,3.87,2.00,5.34,4.95
21/02/2019 20:31,4030,1047.73,37.67,20.40,,537.36,23890.00,5.83,12502.04,,,97.23,2.28,4.20,2.00,5.33,20.90
21/02/2019 20:46,4030,1300.48,37.59,20.17,,537.01,23940.00,5.65,12502.01,,,58.11,2.30,3.26,2.00,5.32,21.28
21/02/2019 21:01,4030,1299.73,37.12,20.32,,537.18,24000.00,5.48,12504.35,,,95.87,2.70,1.76,2.00,5.31,7.14
21/02/2019 21:16,4030,1299.93,38.47,20.24,,537.25,24010.00,5.53,12501.03,,,138.39,2.70,0.23,2.00,5.31,8.38
21/02/2019 21:31,4030,1299.07,37.61,20.35,,536.94,24000.00,5.70,12501.22,,,142.89,2.71,0.00,2.00,5.31,9.91
21/02/2019 21:46,4030,1300.01,37.63,20.30,,536.82,24020.00,5.80,12502.11,,,130.12,2.73,0.00,2.00,5.31,9.34
21/02/2019 22:01,4030,1299.71,37.63,20.44,,537.52,23950.00,5.69,12495.12,,,107.97,2.83,0.00,2.00,5.31,7.98
21/02/2019 22:16,4030,1300.18,37.51,20.30,,536.68,23950.00,5.63,12493.50,,,113.05,2.80,0.00,2.00,5.32,7.16
21/02/2019 22:31,4030,1300.04,37.63,20.29,,536.84,23960.00,5.65,12498.09,,,121.49,2.75,0.00,2.00,5.32,7.39
21/02/2019 22:46,4030,1300.11,37.63,20.32,,537.02,24050.00,5.67,12494.51,,,123.40,2.74,0.00,2.00,5.32,6.49
21/02/2019 23:01,4030,1299.89,37.48,20.16,,536.39,24010.00,5.68,12497.95,,,122.23,2.74,0.00,2.00,5.32,7.81
21/02/2019 23:16,4030,1299.49,37.53,20.22,,537.14,23990.00,5.68,12501.39,,,121.20,2.74,0.00,2.00,5.32,7.34
21/02/2019 23:31,4030,1300.25,37.90,20.34,,537.19,23990.00,5.68,12498.76,,,120.08,2.73,0.00,2.00,5.32,6.41
21/02/2019 23:46,4030,1299.84,37.64,20.38,,536.94,23990.00,5.68,12500.34,,,120.12,2.71,0.00,2.00,5.32,7.25
22/02/2019 00:01,4030,1299.88,37.52,20.26,,536.17,24110.00,5.68,12500.12,,,120.34,2.70,0.00,2.00,5.32,7.47
22/02/2019 00:16,4030,1300.46,37.57,20.22,,537.03,24010.00,5.68,12498.10,,,119.90,2.69,0.00,2.00,5.32,7.56
22/02/2019 00:31,4030,1300.50,37.60,20.23,,537.46,23990.00,5.68,12495.85,,,120.26,2.68,0.00,2.00,5.32,7.06
22/02/2019 00:46,4030,1299.58,37.51,20.36,,537.34,23990.00,5.68,12492.42,,,122.01,2.66,0.00,2.00,5.32,7.42
22/02/2019 01:01,4030,1299.71,37.52,20.32,,537.21,24000.00,5.68,12502.72,,,121.16,2.66,0.00,2.00,5.32,7.79
22/02/2019 01:16,4030,1300.08,37.68,20.31,,537.28,24010.00,5.68,12498.17,,,120.67,2.66,0.00,2.00,5.32,7.24
22/02/2019 01:31,4030,1300.43,37.62,20.28,,537.31,24010.00,5.68,12500.32,,,120.96,2.66,0.00,2.00,5.32,6.62
22/02/2019 01:46,4030,1299.74,37.52,20.28,,537.18,23990.00,5.68,12500.73,,,120.60,2.66,0.00,2.00,5.32,7.01
22/02/2019 02:01,4030,1300.48,37.53,20.22,,537.89,23970.00,5.68,12496.57,,,120.97,2.65,0.00,2.00,5.32,7.13
22/02/2019 02:16,4030,1299.80,37.79,20.33,,537.51,23990.00,5.67,12504.71,,,121.17,2.65,0.00,2.00,5.32,6.83
22/02/2019 02:31,4030,1299.98,37.58,20.31,,537.42,23920.00,5.68,12497.15,,,121.27,2.64,0.00,2.00,5.32,7.70
22/02/2019 02:46,4030,1299.86,37.50,20.32,,536.67,24010.00,5.68,12495.02,,,121.12,2.65,0.00,2.00,5.32,7.12
22/02/2019 03:01,4030,1300.25,37.48,20.26,,536.85,23970.00,5.68,12500.08,,,121.94,2.65,0.00,2.00,5.32,7.79
22/02/2019 03:16,4030,1299.97,37.62,20.31,,536.52,24020.00,5.68,12495.01,,,122.44,2.64,0.00,2.00,5.33,7.19
22/02/2019 03:31,4030,1300.13,37.74,20.29,,537.10,24030.00,5.68,12498.49,,,121.78,2.65,0.00,2.00,5.32,7.65
22/02/2019 03:46,4030,1299.83,37.63,20.35,,536.47,24020.00,5.68,12498.38,,,122.02,2.65,0.00,2.00,5.33,7.60
22/02/2019 04:01,4030,1299.71,37.52,20.26,,536.89,24020.00,5.68,12495.50,,,123.82,2.65,0.00,2.00,5.33,7.41
22/02/2019 04:16,4030,1300.19,37.70,20.29,,536.86,24070.00,5.68,12501.90,,,123.32,2.66,0.00,2.00,5.33,7.58
22/02/2019 04:31,4030,1299.39,37.62,20.27,,537.26,23960.00,5.69,12493.57,,,123.26,2.66,0.00,2.00,5.33,8.62
22/02/2019 04:46,4030,1299.92,37.31,20.31,,537.30,24040.00,5.68,12497.78,,,123.55,2.67,0.00,2.00,5.33,8.24
22/02/2019 05:01,4030,1300.49,37.65,20.33,,537.16,24020.00,5.68,12499.78,,,124.17,2.66,0.00,2.00,5.33,7.21
22/02/2019 05:16,4030,1300.05,36.87,20.30,,537.60,24000.00,5.68,12500.23,,,123.92,2.68,0.00,2.00,5.33,8.40
22/02/2019 05:31,4030,1299.97,38.07,20.29,,537.26,24000.00,5.68,12499.77,,,125.61,2.69,0.00,2.00,5.33,7.44
22/02/2019 05:46,4030,1299.96,37.33,20.29,,537.88,24000.00,5.69,12499.46,,,125.54,2.69,0.00,2.00,5.33,8.03
22/02/2019 06:01,4030,1299.67,37.75,20.24,,537.07,23990.00,5.68,12494.85,,,125.43,2.70,0.00,2.00,5.32,7.78
22/02/2019 06:16,4030,1300.48,37.88,20.22,,537.42,24000.00,5.69,12501.85,,,125.14,2.71,0.00,2.00,5.32,8.36
22/02/2019 06:31,4030,1299.37,37.73,20.35,,537.30,23990.00,5.68,12497.50,,,125.39,2.71,0.00,2.00,5.32,7.99
22/02/2019 06:46,4030,1300.76,37.84,20.28,,537.38,24020.00,5.68,12502.43,,,125.50,2.71,0.00,2.00,5.32,8.28
22/02/2019 07:01,4030,1299.55,37.96,20.15,,537.11,23970.00,5.68,12492.19,,,125.54,2.72,0.00,2.00,5.32,8.81
22/02/2019 07:16,4030,1300.11,37.48,20.26,,537.30,23920.00,5.69,12501.12,,,125.25,2.74,0.00,2.00,5.32,7.97
22/02/2019 07:31,4030,1300.06,37.62,20.29,,536.86,23970.00,5.68,12495.00,,,125.89,2.75,0.00,2.00,5.32,8.42
22/02/2019 07:46,4030,1299.84,37.58,20.30,,536.92,24010.00,5.69,12502.22,,,126.44,2.74,0.00,2.00,5.32,8.46
22/02/2019 08:01,4030,1299.42,37.60,20.36,,536.79,24020.00,5.69,12498.08,,,125.15,2.74,0.00,2.00,5.32,9.50
22/02/2019 08:16,4030,1300.29,37.55,20.29,,536.94,23970.00,5.69,12499.73,,,124.93,2.75,0.00,2.00,5.32,9.29
22/02/2019 08:31,4030,1300.41,37.43,20.28,,536.64,23980.00,5.69,12495.09,,,125.13,2.76,0.00,2.00,5.32,8.50
22/02/2019 08:46,4030,1299.58,37.59,20.24,,536.36,24170.00,5.69,12494.33,,,125.98,2.77,0.00,2.00,5.32,8.13
22/02/2019 09:01,4030,1300.26,37.69,20.36,,537.52,23990.00,5.70,12428.98,,,125.16,2.78,0.00,2.00,5.32,9.38
22/02/2019 09:16,4030,1299.66,37.57,20.43,,537.52,24020.00,5.69,12350.19,,,123.44,2.80,0.00,2.00,5.32,8.13
22/02/2019 09:31,4030,1300.36,37.55,20.37,,536.88,24000.00,5.70,12628.16,,,124.25,2.76,0.00,2.00,5.32,10.39
22/02/2019 09:46,4030,1300.30,37.43,20.27,,537.46,23990.00,5.70,12489.04,,,121.55,2.78,0.00,2.00,5.31,9.48
22/02/2019 10:01,4030,1300.16,37.54,20.21,,537.04,24000.00,5.69,12501.73,,,122.31,2.78,0.00,2.00,5.32,8.68
22/02/2019 10:16,4030,1299.94,37.79,20.34,,537.70,24020.00,5.69,12499.81,,,122.74,2.79,0.00,2.00,5.32,8.92
22/02/2019 10:31,4030,1300.00,37.60,20.41,,537.37,24010.00,5.69,12504.51,,,121.99,2.80,0.00,2.00,5.31,9.09
22/02/2019 10:46,4030,1299.85,37.50,20.37,,537.17,23990.00,5.69,12504.95,,,122.99,2.81,0.00,2.00,5.31,8.33
22/02/2019 11:01,4030,1300.38,37.54,20.32,,537.40,24000.00,5.69,12501.49,,,121.94,2.81,0.00,2.00,5.31,9.04
22/02/2019 11:16,4030,1299.77,37.63,20.34,,537.76,23950.00,5.68,12508.58,,,121.41,2.81,0.00,2.00,5.31,8.40
22/02/2019 11:31,4030,1300.00,37.51,20.32,,537.10,23980.00,5.67,12499.17,,,121.09,2.82,0.00,2.00,5.31,8.20
22/02/2019 11:46,4030,1300.18,37.87,20.37,,536.99,24030.00,5.66,12498.22,,,121.22,2.83,0.00,2.00,5.31,8.71
22/02/2019 12:01,4030,1300.35,37.44,20.28,,536.73,24010.00,5.66,12504.38,,,121.49,2.84,0.00,2.00,5.31,9.44
22/02/2019 12:16,4030,1300.09,37.69,20.24,,537.00,24000.00,5.65,12503.36,,,122.42,2.85,0.00,2.00,5.31,7.82
22/02/2019 12:31,4030,1300.01,37.26,20.36,,536.73,24000.00,5.66,12505.20,,,122.69,2.87,0.00,2.00,5.31,8.47
22/02/2019 12:46,4030,1299.66,37.76,20.27,,537.14,24000.00,5.64,12504.54,,,122.62,2.90,0.00,2.00,5.31,8.38
22/02/2019 13:01,4030,1299.62,37.35,20.29,,537.01,24010.00,5.64,12506.64,,,122.88,2.91,0.00,2.00,5.30,7.41
22/02/2019 13:16,4030,1300.18,37.78,20.30,,536.61,24040.00,5.63,12490.60,,,122.94,2.92,0.00,2.00,5.30,7.84
22/02/2019 13:31,4030,1300.25,37.49,20.22,,537.25,24020.00,5.63,12505.61,,,122.32,2.92,0.00,2.00,5.30,7.50
22/02/2019 13:46,4030,1300.12,37.43,20.35,,537.27,23990.00,5.62,12500.77,,,121.73,2.91,0.00,2.00,5.30,7.84
22/02/2019 14:01,4030,1300.07,37.51,20.21,,537.29,23970.00,5.61,12494.37,,,121.59,2.90,0.00,2.00,5.30,8.26
22/02/2019 14:16,4030,1300.15,37.80,20.36,,536.57,23980.00,5.61,12510.27,,,122.19,2.89,0.00,2.00,5.30,7.86
22/02/2019 14:31,4030,1299.77,37.89,20.30,,537.38,24020.00,5.60,12509.08,,,122.74,2.88,0.00,2.00,5.30,7.35
22/02/2019 14:46,4030,1299.96,37.77,20.32,,537.18,24000.00,5.60,12499.81,,,123.22,2.88,0.00,2.00,5.31,6.92
22/02/2019 15:01,4030,1300.53,37.60,20.42,,537.29,23990.00,5.60,12496.98,,,123.99,2.87,0.00,2.00,5.31,6.93
22/02/2019 15:16,4030,1299.82,37.61,20.41,,537.20,23980.00,5.60,12496.32,,,123.88,2.87,0.00,2.00,5.31,6.61
22/02/2019 15:31,4030,1299.61,37.74,20.12,,537.12,23990.00,5.60,12497.92,,,123.11,2.85,0.00,2.00,5.31,6.66
22/02/2019 15:46,4030,1300.18,37.52,20.24,,537.08,23880.00,5.59,12500.71,,,123.02,2.85,0.00,2.00,5.31,6.53
22/02/2019 16:01,4030,1300.05,37.83,20.30,,537.24,24090.00,5.59,12488.79,,,124.34,2.85,0.00,2.00,5.31,6.77
22/02/2019 16:16,4030,1299.68,37.24,20.37,,537.07,24050.00,5.60,12501.71,,,124.25,2.83,0.00,2.00,5.31,6.57
22/02/2019 16:31,4030,1300.09,38.02,20.25,,536.91,23960.00,5.59,12508.20,,,124.41,2.83,0.00,2.00,5.31,7.19
22/02/2019 16:46,4030,1300.58,37.37,20.24,,537.42,23880.00,5.59,12499.11,,,124.17,2.83,0.00,2.00,5.31,7.11
22/02/2019 17:01,4030,1300.28,37.73,20.38,,536.67,23980.00,5.59,12499.87,,,124.89,2.82,0.00,2.00,5.31,6.77
22/02/2019 17:16,4030,1300.63,37.29,20.29,,536.56,24040.00,5.59,12497.68,,,124.93,2.82,0.00,2.00,5.31,6.10
22/02/2019 17:31,4030,1299.50,37.87,20.34,,536.66,23980.00,5.59,12494.30,,,125.52,2.82,0.00,2.00,5.31,6.63
22/02/2019 17:46,4030,1300.53,37.36,20.38,,537.16,23990.00,5.59,12505.24,,,125.76,2.81,0.00,2.00,5.32,6.35
22/02/2019 18:01,4030,1300.09,37.67,20.33,,536.51,24150.00,5.59,12498.58,,,124.96,2.81,0.00,2.00,5.32,6.43
22/02/2019 18:16,4030,1299.78,37.55,20.35,,537.52,24020.00,5.59,12501.26,,,126.17,2.80,0.00,2.00,5.32,6.75
22/02/2019 18:31,4030,1299.64,37.54,20.35,,537.30,23990.00,5.59,12506.87,,,126.40,2.80,0.00,2.00,5.32,6.86
22/02/2019 18:46,4030,1299.94,37.56,20.27,,537.26,23980.00,5.59,12498.67,,,125.94,2.80,0.00,2.00,5.32,7.00
22/02/2019 19:01,4030,1300.01,37.55,20.31,,537.57,23970.00,5.59,12502.09,,,126.40,2.80,0.00,2.00,5.32,6.50
22/02/2019 19:16,4030,1299.98,37.47,20.29,,537.05,24000.00,5.60,12493.23,,,126.02,2.79,0.00,2.00,5.32,6.73
22/02/2019 19:31,4030,1300.56,37.75,20.28,,537.01,24000.00,5.59,12502.53,,,125.99,2.79,0.00,2.00,5.32,6.31
22/02/2019 19:46,4030,1299.94,37.47,20.24,,536.99,23990.00,5.61,12500.08,,,126.58,2.79,0.00,2.00,5.32,7.01
22/02/2019 20:01,4030,1300.11,37.41,20.37,,537.25,24020.00,5.60,12500.73,,,125.45,2.78,0.00,2.00,5.32,7.19
22/02/2019 20:16,4030,1300.09,37.75,20.35,,536.92,24020.00,5.61,12491.85,,,126.03,2.77,0.00,2.00,5.32,6.75
22/02/2019 20:31,4030,1299.50,37.43,20.41,,537.39,23990.00,5.61,12495.19,,,125.53,2.77,0.00,2.00,5.32,6.33
22/02/2019 20:46,4030,1299.83,37.69,20.35,,536.74,23990.00,5.61,12504.29,,,124.35,2.77,0.00,2.00,5.32,6.78
22/02/2019 21:01,4030,1300.14,37.11,20.36,,537.22,24000.00,5.61,12500.89,,,125.42,2.76,0.00,2.00,5.33,6.23
22/02/2019 21:16,4030,1300.22,37.97,20.30,,537.88,23960.00,5.61,12499.25,,,125.24,2.75,0.00,2.00,5.32,6.65
22/02/2019 21:31,4030,1300.09,38.41,20.32,,536.93,23960.00,5.62,12491.73,,,124.66,2.75,0.00,2.00,5.33,7.31
22/02/2019 21:46,4030,1300.10,37.48,20.30,,536.52,24000.00,5.62,12485.15,,,125.00,2.74,0.00,2.00,5.33,5.87
22/02/2019 22:01,4030,1300.14,37.63,20.36,,536.93,24020.00,5.62,12499.73,,,124.51,2.73,0.01,2.00,5.33,6.36
22/02/2019 22:16,4030,1299.42,37.39,20.29,,536.68,24000.00,5.62,12499.13,,,124.68,2.73,0.02,2.00,5.33,6.47
22/02/2019 22:31,4030,1300.04,37.43,20.35,,537.18,23970.00,5.62,12506.27,,,124.07,2.72,0.01,2.00,5.33,6.35
22/02/2019 22:46,4030,1299.94,37.59,20.29,,536.59,24020.00,5.62,12497.34,,,123.32,2.72,0.06,2.00,5.33,6.36
22/02/2019 23:01,4030,1299.62,37.35,20.22,,537.61,24150.00,5.63,12495.93,,,124.74,2.71,0.17,2.00,5.33,6.74
22/02/2019 23:16,4030,1300.27,37.48,20.34,,536.47,23970.00,5.63,12495.11,,,124.20,2.71,0.31,2.00,5.33,7.12
22/02/2019 23:31,4030,1300.30,37.45,20.30,,537.07,24030.00,5.63,12503.67,,,124.70,2.70,0.56,2.00,5.33,6.74
22/02/2019 23:46,4030,1299.90,37.81,20.27,,537.00,23980.00,5.63,12496.34,,,124.09,2.70,0.85,2.00,5.33,6.05
23/02/2019 00:01,4030,1300.19,38.06,20.27,,537.13,23850.00,5.63,12497.72,,,124.01,2.70,1.23,2.00,5.33,6.34
23/02/2019 00:16,4030,1299.94,37.37,20.30,,537.26,23690.00,5.63,12500.14,,,124.18,2.69,1.78,2.00,5.33,6.08
23/02/2019 00:31,4030,1299.98,37.85,20.22,,536.96,23710.00,5.63,12490.80,,,124.34,2.69,2.35,2.00,5.33,6.22
23/02/2019 00:46,4030,1044.15,37.13,20.34,,536.98,23890.00,5.64,12493.01,,,124.39,2.68,2.97,2.00,5.33,6.57
23/02/2019 01:01,4030,1095.70,37.53,20.29,,537.47,23600.00,5.81,12504.45,,,98.17,2.28,3.17,2.00,5.33,21.24
23/02/2019 01:16,4030,1298.71,37.48,20.27,,536.37,23690.00,5.63,12497.53,,,58.78,2.35,2.32,2.00,5.32,21.27
23/02/2019 01:31,4030,1300.26,37.85,20.35,,537.39,23680.00,5.44,12589.33,,,96.26,2.74,0.98,2.00,5.31,9.06
23/02/2019 01:46,4030,1299.48,37.31,20.26,,537.11,23500.00,5.37,12955.18,,,123.53,2.74,0.07,2.00,5.30,16.91
23/02/2019 02:01,4030,1300.62,37.56,20.33,,537.17,23500.00,5.34,12998.01,,,123.46,2.75,0.02,2.00,5.30,19.40
23/02/2019 02:16,4030,1299.68,37.21,20.28,,537.10,23480.00,5.34,12994.18,,,124.76,2.76,0.01,2.00,5.30,14.54
23/02/2019 02:31,4030,1300.46,38.31,20.38,,537.37,23450.00,5.46,12961.12,,,135.52,2.72,0.00,2.00,5.30,10.50
23/02/2019 02:46,4030,1300.01,37.43,20.34,,536.88,23480.00,5.61,12719.59,,,138.61,2.69,0.00,2.00,5.31,8.82
23/02/2019 03:01,4030,1299.87,37.33,20.22,,537.10,23490.00,5.66,12701.50,,,128.37,2.71,0.00,2.00,5.32,8.31
23/02/2019 03:16,4030,1299.79,37.99,20.21,,536.72,23510.00,5.71,12701.19,,,127.05,2.71,0.00,2.00,5.31,7.59
23/02/2019 03:31,4030,1300.81,37.31,20.23,,536.87,23490.00,5.76,12704.35,,,127.19,2.71,0.00,2.00,5.31,6.98
23/02/2019 03:46,4030,1300.08,37.64,20.25,,537.42,23510.00,5.80,12709.94,,,127.38,2.71,0.00,2.00,5.31,7.43
23/02/2019 04:01,4030,1299.92,37.21,20.26,,536.47,23530.00,5.84,12703.71,,,127.67,2.69,0.00,2.00,5.32,7.54
23/02/2019 04:16,4030,1300.65,38.20,20.25,,537.00,23520.00,5.87,12701.10,,,126.06,2.67,0.00,2.00,5.32,7.81
23/02/2019 04:31,4030,1315.21,37.21,20.29,,537.69,23490.00,5.74,12701.86,,,97.93,2.77,0.00,2.00,5.32,7.19
23/02/2019 04:46,4030,1320.12,37.89,20.36,,537.24,23490.00,5.58,12697.55,,,106.50,2.77,0.00,2.00,5.32,7.47
23/02/2019 05:01,4030,1319.63,37.87,20.24,,536.95,23490.00,5.62,12700.81,,,122.53,2.68,0.00,2.00,5.32,6.68
23/02/2019 05:16,4030,1320.27,37.76,20.33,,537.14,23500.00,5.67,12695.59,,,126.91,2.67,0.00,2.00,5.32,7.31
23/02/2019 05:31,4030,1319.13,37.45,20.38,,536.92,23480.00,5.69,12704.50,,,122.84,2.66,0.00,2.00,5.32,8.34
23/02/2019 05:46,4030,1320.06,37.56,20.20,,537.08,23510.00,5.67,12692.26,,,119.67,2.67,0.00,2.00,5.32,7.42
23/02/2019 06:01,4030,1320.74,37.54,20.35,,537.62,23510.00,5.67,12709.54,,,119.95,2.65,0.00,2.00,5.32,7.70
23/02/2019 06:16,4030,1320.14,37.41,20.34,,537.25,23490.00,5.67,12697.83,,,122.22,2.64,0.02,2.00,5.32,6.94
23/02/2019 06:31,4030,1319.56,37.58,20.29,,537.00,23480.00,5.68,12694.86,,,123.97,2.63,0.04,2.00,5.33,6.84
23/02/2019 06:46,4030,1320.68,37.69,20.24,,537.53,23510.00,5.68,12606.83,,,123.81,2.63,0.01,2.00,5.33,6.43
23/02/2019 07:01,4030,1319.67,37.69,20.29,,536.92,23490.00,5.69,12163.32,,,121.42,2.69,0.00,2.00,5.33,6.64
23/02/2019 07:16,4030,1320.31,37.23,20.29,,537.52,23520.00,5.69,12001.53,,,120.64,2.72,0.00,2.00,5.33,6.10
23/02/2019 07:31,4030,1319.48,37.86,20.21,,537.27,23440.00,5.68,11801.12,,,121.14,2.77,0.00,2.00,5.33,6.36
23/02/2019 07:46,4030,1319.86,37.57,20.26,,537.31,23410.00,5.69,11801.64,,,121.35,2.78,0.01,2.00,5.33,5.89
23/02/2019 08:01,4030,1319.72,37.28,20.30,,536.68,23520.00,5.70,11557.18,,,121.18,2.80,0.05,2.00,5.33,5.89
23/02/2019 08:16,4030,1320.17,37.52,20.27,,536.94,23480.00,5.70,11498.51,,,120.70,2.83,0.11,2.00,5.33,5.68
23/02/2019 08:31,4030,1320.06,37.19,20.30,,537.36,23480.00,5.70,11275.36,,,120.23,2.87,0.29,2.00,5.33,5.97
23/02/2019 08:46,4030,1320.64,37.83,20.15,,536.95,23440.00,5.69,11004.22,,,121.22,2.95,0.68,2.00,5.33,5.61
23/02/2019 09:01,4030,1319.92,37.78,20.34,,536.52,23490.00,5.70,11000.15,,,121.27,2.97,1.33,2.00,5.33,5.69
23/02/2019 09:16,4030,1319.88,37.59,20.30,,537.20,23550.00,5.70,10996.34,,,121.90,2.97,2.25,2.00,5.33,7.00
23/02/2019 09:31,4030,1320.11,37.39,20.31,,537.29,23500.00,5.70,10994.79,,,122.23,2.98,3.49,2.00,5.33,6.08
23/02/2019 09:46,4030,1290.75,37.59,20.41,,537.45,23510.00,5.70,11421.76,,,124.30,2.94,4.80,2.00,5.34,6.45
23/02/2019 10:01,4030,991.31,37.91,20.23,,537.15,23580.00,5.71,11975.08,,,126.02,2.80,5.91,2.00,5.34,6.19
23/02/2019 10:16,4030,848.89,37.43,20.25,,537.04,23500.00,5.74,12120.35,,,120.93,2.69,6.47,2.00,5.34,7.20
23/02/2019 10:31,4030,847.83,37.72,20.33,,537.10,23450.00,5.75,12483.83,,,109.99,2.57,6.24,2.00,5.33,9.12
23/02/2019 10:46,4030,843.48,37.68,20.22,,536.94,23490.00,5.73,12499.20,,,99.90,2.56,5.17,2.00,5.32,9.30
23/02/2019 11:01,4030,858.13,37.22,20.37,,536.76,23500.00,5.67,12507.71,,,102.24,2.51,2.87,2.00,5.32,10.48
23/02/2019 11:16,4030,1232.18,37.88,20.24,,537.06,23480.00,5.69,12496.41,,,111.46,2.49,0.37,2.00,5.31,19.02
23/02/2019 11:31,4030,1308.21,37.78,20.23,,537.08,23480.00,5.69,12499.70,,,110.39,2.79,0.00,2.00,5.31,20.65
23/02/2019 11:46,4030,1308.45,37.55,20.32,,537.14,23510.00,5.66,12507.15,,,117.11,2.93,0.00,2.00,5.30,20.02
23/02/2019 12:01,4030,1308.68,37.16,20.27,,537.04,23500.00,5.66,12501.52,,,124.41,2.97,0.00,2.00,5.30,15.12
23/02/2019 12:16,4030,1308.62,37.73,20.24,,536.96,23500.00,5.67,12491.85,,,127.41,3.02,0.00,2.00,5.30,12.44
23/02/2019 12:31,4030,1308.68,38.16,20.39,,537.27,23500.00,5.69,12497.82,,,127.47,3.06,0.00,2.00,5.31,10.13
23/02/2019 12:46,4030,1308.18,37.55,20.26,,537.52,23410.00,5.73,12502.92,,,124.47,3.08,0.00,2.00,5.31,9.40
23/02/2019 13:01,4030,1308.44,37.81,20.28,,536.79,23490.00,5.69,12509.74,,,115.35,3.12,0.00,2.00,5.31,9.75
23/02/2019 13:16,4030,1308.13,37.43,20.33,,536.58,23630.00,5.67,12489.79,,,116.02,3.12,0.00,2.00,5.31,9.20
23/02/2019 13:31,4030,1309.19,37.49,20.19,,536.72,23430.00,5.67,12506.57,,,117.56,3.10,0.00,2.00,5.31,9.27
23/02/2019 13:46,4030,1308.12,37.94,20.34,,536.95,23640.00,5.67,12507.33,,,118.32,3.09,0.00,2.00,5.31,9.03
23/02/2019 14:01,4030,1307.81,37.50,20.34,,536.49,23510.00,5.67,12497.25,,,117.81,3.07,0.00,2.00,5.30,10.93
