Date and time,Batch,LIQUID,LIQUID,LIQUID,LIQUID,LIQUID,LIQUID,pH,GAS,GAS,GAS,GAS,OFFGAS,OFFGAS,PRESSURE,PRESSURE,OXYGEN
,,INFLOW,INFLOW,INFLOW,INFLOW,INFLOW,INFLOW,,INFLOW,INFLOW,INFLOW,INFLOW,1,2,1,2,
,,1,2,3,4,5,6,,1,2,3,4,,,,,
12/02/2019 19:01,4030,1080.17,31.83,17.23,,453.09,22990.00,5.73,11306.14,,,104.76,2.39,0.55,2.00,5.18,46.42
12/02/2019 19:16,4030,1080.07,31.77,17.30,,452.97,23010.00,5.73,11298.94,,,104.94,2.39,0.51,2.00,5.18,44.96
12/02/2019 19:31,4030,1079.57,31.49,17.29,,453.32,23010.00,5.74,11298.19,,,103.34,2.40,0.59,2.00,5.18,45.88
12/02/2019 19:46,4030,1080.22,31.60,17.26,,453.21,23000.00,5.73,11301.94,,,102.47,2.40,0.58,2.00,5.18,47.63
12/02/2019 20:01,4030,1079.94,32.10,17.29,,452.97,22980.00,5.73,11301.37,,,102.75,2.41,0.57,2.00,5.18,46.97
12/02/2019 20:16,4030,1080.19,31.51,17.30,,452.94,22990.00,5.74,11301.42,,,101.67,2.40,0.61,2.00,5.17,47.64
12/02/2019 20:31,4030,1079.83,31.64,17.32,,453.49,22960.00,5.73,11296.92,,,101.73,2.40,0.58,2.00,5.17,47.52
12/02/2019 20:46,4030,1059.95,31.78,17.30,,452.69,22990.00,5.73,11303.19,,,100.98,2.39,0.57,2.00,5.17,46.43
12/02/2019 21:01,4030,1060.52,31.56,17.34,,453.23,23050.00,5.73,11303.38,,,100.37,2.38,0.57,2.00,5.17,49.34
12/02/2019 21:16,4030,1060.07,31.70,17.31,,452.87,23000.00,5.74,11302.14,,,99.59,2.37,0.58,2.00,5.16,48.79
12/02/2019 21:31,4030,1059.59,32.20,17.32,,452.87,22990.00,5.73,11300.61,,,98.26,2.37,0.56,2.00,5.16,50.37
12/02/2019 21:46,4030,1059.95,31.29,17.25,,453.04,23020.00,5.73,11300.60,,,97.43,2.36,0.53,2.00,5.16,50.50
12/02/2019 22:01,4030,1060.32,32.09,17.38,,452.78,23060.00,5.73,11299.85,,,97.62,2.35,0.60,2.00,5.15,49.72
12/02/2019 22:16,4030,1059.54,31.25,17.28,,452.99,22980.00,5.74,11301.48,,,98.05,2.35,0.51,2.00,5.15,51.01
12/02/2019 22:31,4030,1059.87,32.22,17.28,,452.86,23060.00,5.74,11299.59,,,97.57,2.35,0.49,2.00,5.15,52.66
12/02/2019 22:46,4030,1060.50,31.49,17.24,,453.13,23000.00,5.73,11302.20,,,98.20,2.34,0.48,2.00,5.14,50.81
12/02/2019 23:01,4030,1059.79,31.75,17.31,,453.22,23000.00,5.74,11299.98,,,98.44,2.33,0.54,2.00,5.14,51.81
12/02/2019 23:16,4030,1060.02,31.99,17.31,,453.38,23010.00,5.74,11301.84,,,98.65,2.33,0.53,2.00,5.14,51.58
12/02/2019 23:31,4030,1059.79,31.63,17.27,,452.90,22990.00,5.74,11302.95,,,98.30,2.33,0.55,2.00,5.14,55.89
12/02/2019 23:46,4030,1059.77,31.64,17.30,,453.36,22980.00,5.74,11296.84,,,97.90,2.33,0.61,2.00,5.14,55.73
13/02/2019 00:01,4030,1060.46,31.96,17.25,,452.58,22980.00,5.74,11299.83,,,97.93,2.33,0.63,2.00,5.14,54.57
13/02/2019 00:16,4030,1060.34,31.46,17.30,,452.90,23000.00,5.74,11300.50,,,98.36,2.33,0.62,2.00,5.14,54.66
13/02/2019 00:31,4030,1059.77,31.82,17.28,,452.86,22990.00,5.74,11304.00,,,98.01,2.33,0.59,2.00,5.14,54.78
13/02/2019 00:46,4030,1060.07,31.69,17.30,,453.06,23020.00,5.75,11299.73,,,98.23,2.33,0.63,2.00,5.14,54.29
13/02/2019 01:01,4030,1059.90,31.53,17.27,,453.37,22990.00,5.75,11302.48,,,97.99,2.33,0.61,2.00,5.14,54.76
13/02/2019 01:16,4030,1042.79,31.68,17.31,,452.64,22930.00,5.75,11299.25,,,97.52,2.32,0.62,2.00,5.14,54.75
13/02/2019 01:31,4030,1040.58,32.06,17.28,,452.94,23000.00,5.75,11302.26,,,97.42,2.31,0.65,2.00,5.14,55.92
13/02/2019 01:46,4030,1040.33,31.46,17.28,,452.68,23030.00,5.75,11301.61,,,97.22,2.30,0.65,2.00,5.14,55.48
13/02/2019 02:01,4030,1039.66,31.71,17.30,,452.80,23010.00,5.75,11300.36,,,95.66,2.29,0.68,2.00,5.14,55.89
13/02/2019 02:16,4030,1040.52,31.73,17.34,,452.85,22990.00,5.74,11302.87,,,95.80,2.29,0.71,2.00,5.13,55.01
13/02/2019 02:31,4030,1040.02,31.75,17.28,,452.88,23030.00,5.75,11301.16,,,96.81,2.27,0.72,2.00,5.13,55.20
13/02/2019 02:46,4030,1039.37,31.67,17.30,,453.18,23040.00,5.75,11300.69,,,97.02,2.27,0.70,2.00,5.13,55.02
13/02/2019 03:01,4030,1040.42,31.99,17.26,,453.10,23020.00,5.75,11303.38,,,96.29,2.26,0.72,2.00,5.13,55.20
13/02/2019 03:16,4030,1040.16,31.58,17.27,,453.23,22990.00,5.75,11301.41,,,95.24,2.26,0.70,2.00,5.12,56.19
13/02/2019 03:31,4030,1040.33,31.82,17.35,,452.84,23000.00,5.74,11300.19,,,95.09,2.25,0.71,2.00,5.12,55.12
13/02/2019 03:46,4030,1039.75,31.44,17.29,,452.72,23000.00,5.75,11299.41,,,96.23,2.25,0.70,2.00,5.12,55.86
13/02/2019 04:01,4030,1039.43,32.03,17.30,,453.23,23000.00,5.74,11301.18,,,97.06,2.25,0.64,2.00,5.11,55.10
13/02/2019 04:16,4030,1040.10,31.35,17.28,,452.90,23000.00,5.75,11296.78,,,97.02,2.25,0.57,2.00,5.11,54.32
13/02/2019 04:31,4030,1040.35,31.78,17.33,,453.04,23000.00,5.75,11302.95,,,97.19,2.25,0.61,2.00,5.11,54.00
13/02/2019 04:46,4030,1039.41,31.63,17.29,,453.19,22990.00,5.75,11299.72,,,96.97,2.25,0.69,2.00,5.11,54.84
13/02/2019 05:01,4030,1040.07,31.88,17.31,,453.04,23000.00,5.74,11303.40,,,96.32,2.24,0.68,2.00,5.11,55.16
13/02/2019 05:16,4030,1039.96,31.51,17.20,,452.64,23010.00,5.74,11299.67,,,97.52,2.24,0.61,2.00,5.11,56.85
13/02/2019 05:31,4030,1039.62,31.57,17.28,,452.86,23000.00,5.74,11299.53,,,98.73,2.24,0.54,2.00,5.11,56.88
13/02/2019 05:46,4030,1039.71,31.53,17.31,,453.09,22990.00,5.74,11306.75,,,99.68,2.24,0.58,2.00,5.11,56.99
13/02/2019 06:01,4030,1040.53,31.51,17.29,,453.07,22920.00,5.74,11293.36,,,100.11,2.24,0.59,2.00,5.11,56.44
13/02/2019 06:16,4030,1040.13,32.00,17.31,,452.45,23010.00,5.74,11302.75,,,100.36,2.24,0.62,2.00,5.11,56.17
13/02/2019 06:31,4030,1040.34,31.55,17.25,,452.84,22940.00,5.74,11301.80,,,98.96,2.24,0.63,2.00,5.11,56.56
13/02/2019 06:46,4030,1039.82,31.83,17.33,,452.81,23030.00,5.74,11299.96,,,98.84,2.24,0.66,2.00,5.11,56.20
13/02/2019 07:01,4030,1039.65,31.69,17.32,,452.88,23000.00,5.74,11296.66,,,98.32,2.25,0.68,2.00,5.11,55.52
13/02/2019 07:16,4030,1040.34,31.94,17.29,,452.71,22990.00,5.74,11301.08,,,98.57,2.25,0.66,2.00,5.11,55.73
13/02/2019 07:31,4030,1040.40,31.40,17.29,,452.94,23080.00,5.74,11300.79,,,98.76,2.24,0.65,2.00,5.11,55.68
13/02/2019 07:46,4030,1039.88,31.65,17.30,,452.99,23000.00,5.73,11304.79,,,99.60,2.24,0.64,2.00,5.11,55.11
13/02/2019 08:01,4030,1039.93,31.63,17.23,,453.21,22990.00,5.74,11294.76,,,100.13,2.24,0.65,2.00,5.11,55.01
13/02/2019 08:16,4030,1040.73,31.72,17.28,,453.41,23000.00,5.73,11301.90,,,100.28,2.25,0.68,2.00,5.12,54.00
13/02/2019 08:31,4030,1039.52,31.88,17.31,,452.88,23000.00,5.73,11304.31,,,100.59,2.25,0.68,2.00,5.12,53.87
13/02/2019 08:46,4030,1045.08,31.79,17.37,,452.69,22980.00,5.74,11298.65,,,101.49,2.25,0.70,2.00,5.12,53.64
13/02/2019 09:01,4030,1079.83,31.74,17.11,,453.18,23000.00,5.74,11301.78,,,101.92,2.25,0.62,2.00,5.12,53.99
13/02/2019 09:16,4030,1079.93,31.64,17.32,,453.19,23000.00,5.73,11296.47,,,103.46,2.25,0.62,2.00,5.13,52.10
13/02/2019 09:31,4030,1080.35,31.91,17.31,,453.41,22970.00,5.74,11302.63,,,103.88,2.26,0.61,2.00,5.13,51.36
13/02/2019 09:46,4030,1080.05,31.34,17.30,,453.29,23000.00,5.74,11300.29,,,103.68,2.27,0.64,2.00,5.13,51.12
13/02/2019 10:01,4030,1080.25,31.82,17.29,,452.79,22990.00,5.73,11298.61,,,104.22,2.27,0.70,2.00,5.14,50.07
13/02/2019 10:16,4030,1079.81,31.88,17.26,,453.29,23030.00,5.74,11302.11,,,104.89,2.27,0.71,2.00,5.14,50.43
13/02/2019 10:31,4030,1079.72,31.64,17.33,,453.21,23000.00,5.75,11300.14,,,104.02,2.28,0.73,2.00,5.15,50.48
13/02/2019 10:46,4030,1079.80,32.05,17.25,,452.93,22930.00,5.74,11294.76,,,105.39,2.29,0.74,2.00,5.15,48.32
13/02/2019 11:01,4030,1080.45,31.54,17.38,,452.92,23000.00,5.74,11301.64,,,105.39,2.30,0.73,2.00,5.16,47.93
13/02/2019 11:16,4030,1080.23,31.74,17.31,,452.80,23010.00,5.74,11298.98,,,105.84,2.31,0.68,2.00,5.16,47.87
13/02/2019 11:31,4030,1085.35,31.61,17.26,,452.92,23040.00,5.74,11298.36,,,107.11,2.32,0.75,2.00,5.17,47.50
13/02/2019 11:46,4030,1119.91,32.03,17.33,,452.54,23040.00,5.75,11300.31,,,106.60,2.33,0.75,2.00,5.17,48.09
13/02/2019 12:01,4030,1120.18,31.69,17.26,,452.87,22960.00,5.74,11296.47,,,107.60,2.34,0.76,2.00,5.17,45.49
13/02/2019 12:16,4030,1119.81,31.70,17.42,,453.03,23020.00,5.75,11301.15,,,108.49,2.35,0.79,2.00,5.18,45.03
13/02/2019 12:31,4030,1119.96,31.57,17.36,,452.58,22920.00,5.74,11303.48,,,108.00,2.37,0.76,2.00,5.19,43.50
13/02/2019 12:46,4030,1120.11,31.78,17.36,,453.19,22530.00,5.75,11295.56,,,108.22,2.38,0.77,2.00,5.19,42.83
13/02/2019 13:01,4030,1120.08,31.73,17.29,,453.05,22460.00,5.74,11300.96,,,108.73,2.40,0.78,2.00,5.20,41.69
13/02/2019 13:16,4030,1119.83,31.59,17.36,,452.85,22520.00,5.74,11298.40,,,110.21,2.41,0.81,2.00,5.21,40.67
13/02/2019 13:31,4030,1139.47,31.84,17.29,,453.24,22500.00,5.75,11299.46,,,109.81,2.43,0.78,2.00,5.21,39.55
13/02/2019 13:46,4030,1149.75,31.59,17.32,,453.73,22500.00,5.74,11300.81,,,111.40,2.45,0.77,2.00,5.21,36.71
13/02/2019 14:01,4030,1150.09,33.15,18.06,,472.65,22500.00,5.74,11299.88,,,112.48,2.47,0.80,2.00,5.22,34.69
13/02/2019 14:16,4030,1149.78,33.30,18.00,,472.88,22500.00,5.74,11304.49,,,112.95,2.49,0.86,2.00,5.22,32.52
13/02/2019 14:31,4030,1149.91,32.89,18.25,,473.11,22500.00,5.74,11301.97,,,112.51,2.51,0.83,2.00,5.23,28.02
13/02/2019 14:46,4030,1150.02,32.72,18.08,,472.66,22500.00,5.74,11295.76,,,112.75,2.53,0.83,2.00,5.23,24.42
13/02/2019 15:01,4030,1149.46,32.84,18.04,,473.10,22500.00,5.74,11301.70,,,113.30,2.53,0.80,2.00,5.24,22.92
13/02/2019 15:16,4030,1149.55,33.35,18.08,,473.15,22490.00,5.73,11299.35,,,113.66,2.55,0.79,2.00,5.24,18.62
13/02/2019 15:31,4030,1150.62,32.81,18.09,,472.73,22500.00,5.75,11295.64,,,113.23,2.57,0.78,2.00,5.24,17.86
13/02/2019 15:46,4030,1197.46,33.02,18.11,,473.37,22420.00,5.74,11295.55,,,112.77,2.59,0.74,2.00,5.25,16.02
13/02/2019 16:01,4030,1199.34,33.19,18.15,,472.38,22510.00,5.74,11296.30,,,113.42,2.60,0.74,2.00,5.25,12.96
13/02/2019 16:16,4030,1200.36,32.68,18.08,,472.84,22490.00,5.74,11304.56,,,113.02,2.60,0.75,2.00,5.25,13.82
13/02/2019 16:31,4030,1200.22,33.66,18.13,,473.03,22520.00,5.74,11301.82,,,112.99,2.59,0.71,2.00,5.25,12.57
13/02/2019 16:46,4030,1199.95,32.52,18.09,,473.21,22490.00,5.74,11301.24,,,112.09,2.59,0.68,2.00,5.26,12.20
13/02/2019 17:01,4030,1200.10,33.34,18.25,,472.94,22490.00,5.73,11297.04,,,112.63,2.60,0.66,2.00,5.26,9.42
13/02/2019 17:16,4030,1200.12,32.87,18.13,,472.63,22510.00,5.74,11297.36,,,113.29,2.60,0.65,2.00,5.26,9.44
13/02/2019 17:31,4030,1200.19,32.85,18.16,,472.81,22600.00,5.74,11301.24,,,113.05,2.60,0.75,2.00,5.26,8.69
13/02/2019 17:46,4030,1199.89,33.15,18.14,,473.19,22510.00,5.74,11297.71,,,112.22,2.59,0.70,2.00,5.27,7.93
13/02/2019 18:01,4030,1199.93,32.74,18.13,,472.80,22500.00,5.74,11293.92,,,112.94,2.58,0.65,2.00,5.27,9.76
13/02/2019 18:16,4030,1199.47,33.02,18.12,,472.99,22470.00,5.74,11292.75,,,111.71,2.58,0.69,2.00,5.27,10.53
13/02/2019 18:31,4030,1199.92,33.18,18.03,,473.00,22510.00,5.74,11299.10,,,111.71,2.57,0.72,2.00,5.27,8.97
13/02/2019 18:46,4030,1199.97,32.91,18.06,,473.04,22500.00,5.74,11299.57,,,111.66,2.57,0.72,2.00,5.28,10.31
13/02/2019 19:01,4030,1200.53,33.50,18.14,,473.43,22510.00,5.74,11295.10,,,110.94,2.56,0.75,2.00,5.28,10.70
13/02/2019 19:16,4030,1200.00,32.64,18.15,,473.08,22510.00,5.73,11298.99,,,110.55,2.56,0.75,2.00,5.28,9.16
13/02/2019 19:31,4030,1199.59,33.06,18.08,,472.48,22470.00,5.74,11306.24,,,111.90,2.54,0.75,2.00,5.28,9.31
13/02/2019 19:46,4030,1200.37,32.93,17.97,,473.76,22520.00,5.74,11298.14,,,111.29,2.53,0.78,2.00,5.28,9.13
13/02/2019 20:01,4030,1200.51,33.06,17.95,,472.59,22510.00,5.74,11300.82,,,110.19,2.52,0.79,2.00,5.29,7.78
13/02/2019 20:16,4030,1199.52,32.64,18.10,,472.77,22510.00,5.73,11304.65,,,109.72,2.52,0.80,2.00,5.29,7.97
13/02/2019 20:31,4030,1199.79,33.15,18.07,,472.97,22470.00,5.73,11299.32,,,110.44,2.51,0.81,2.00,5.29,7.69
13/02/2019 20:46,4030,1199.68,33.35,18.05,,472.67,22480.00,5.74,11299.06,,,111.73,2.50,0.81,2.00,5.29,7.18
13/02/2019 21:01,4030,1199.96,32.99,18.07,,473.00,22420.00,5.74,11300.52,,,111.91,2.49,0.82,2.00,5.30,7.45
13/02/2019 21:16,4030,1200.77,33.03,18.11,,472.63,22540.00,5.74,11304.20,,,111.29,2.48,0.84,2.00,5.30,7.00
13/02/2019 21:31,4030,1199.90,33.23,18.13,,473.16,22490.00,5.74,11301.65,,,111.65,2.47,0.83,2.00,5.30,6.37
13/02/2019 21:46,4030,1199.62,33.06,18.04,,472.62,22460.00,5.74,11301.80,,,111.14,2.46,0.83,2.00,5.30,6.69
13/02/2019 22:01,4030,1200.53,32.84,18.11,,472.84,22500.00,5.74,11300.59,,,111.61,2.44,0.81,2.00,5.31,5.97
13/02/2019 22:16,4030,1200.06,33.01,18.10,,472.53,22530.00,5.74,11298.07,,,111.33,2.44,0.85,2.00,5.31,5.91
13/02/2019 22:31,4030,1200.06,33.30,18.07,,472.77,22620.00,5.75,11298.33,,,112.03,2.44,0.74,2.00,5.31,6.10
13/02/2019 22:46,4030,1200.16,32.83,18.04,,473.34,22510.00,5.74,11299.49,,,112.16,2.44,0.72,2.00,5.31,5.97
13/02/2019 23:01,4030,1199.70,32.86,18.08,,473.02,22490.00,5.75,11295.92,,,112.90,2.42,0.73,2.00,5.32,5.78
13/02/2019 23:16,4030,1200.51,33.08,18.09,,472.89,22490.00,5.75,11301.55,,,112.58,2.41,0.75,2.00,5.32,6.53
13/02/2019 23:31,4030,1200.24,33.02,18.13,,473.01,22510.00,5.75,11297.92,,,112.71,2.40,0.75,2.00,5.32,6.02
13/02/2019 23:46,4030,1199.23,33.20,18.05,,472.63,22520.00,5.75,11294.81,,,113.05,2.40,0.75,2.00,5.32,6.99
14/02/2019 00:01,4030,1199.80,32.79,18.13,,472.93,22490.00,5.75,11302.38,,,113.51,2.39,0.83,2.00,5.33,5.80
14/02/2019 00:16,4030,1226.31,33.21,18.12,,473.38,22700.00,5.75,11295.03,,,113.57,2.40,0.82,2.00,5.33,5.29
14/02/2019 00:31,4030,1250.05,33.24,18.13,,472.69,22990.00,5.75,11297.23,,,115.14,2.41,0.80,2.00,5.33,6.49
14/02/2019 00:46,4030,1250.49,32.70,18.09,,473.41,23020.00,5.75,11299.05,,,115.66,2.40,0.82,2.00,5.33,5.94
14/02/2019 01:01,4030,1250.01,33.10,18.11,,472.98,23000.00,5.76,11294.67,,,115.24,2.40,0.98,2.00,5.33,6.31
14/02/2019 01:16,4030,1250.13,32.96,18.16,,473.24,23010.00,5.75,11297.56,,,114.77,2.40,1.60,2.00,5.34,6.05
14/02/2019 01:31,4030,1250.14,33.01,18.02,,473.04,22970.00,5.76,11299.69,,,114.62,2.39,2.77,2.00,5.34,5.91
14/02/2019 01:46,4030,1250.29,33.20,18.13,,473.32,22880.00,5.75,11303.03,,,114.75,2.40,4.04,2.00,5.34,5.71
14/02/2019 02:01,4030,1249.89,33.07,18.12,,472.97,23010.00,5.75,11298.28,,,115.66,2.41,5.49,2.00,5.34,6.22
14/02/2019 02:16,4030,1250.20,32.74,18.06,,472.79,23010.00,5.75,11294.71,,,116.26,2.41,7.06,2.00,5.34,6.10
14/02/2019 02:31,4030,1249.82,33.25,18.15,,473.05,22990.00,5.75,11299.25,,,117.59,2.41,8.76,2.00,5.34,5.53
14/02/2019 02:46,4030,732.70,33.32,18.11,,472.94,23080.00,5.76,11304.00,,,117.41,2.40,10.43,2.00,5.34,6.42
14/02/2019 03:01,4030,600.00,32.52,18.00,,473.01,23030.00,5.82,11298.15,,,109.10,2.27,12.12,2.00,5.34,5.73
14/02/2019 03:16,4030,605.15,33.28,18.09,,472.81,23040.00,5.82,11300.04,,,87.31,2.11,12.94,2.00,5.34,6.82
14/02/2019 03:31,4030,1260.01,32.78,18.12,,472.96,22980.00,5.78,11297.02,,,73.16,2.12,12.26,2.00,5.34,8.37
14/02/2019 03:46,4030,1249.91,32.86,18.17,,473.50,22990.00,5.64,11295.34,,,93.47,2.37,10.35,2.00,5.34,4.83
14/02/2019 04:01,4030,1250.21,33.14,18.06,,473.11,22970.00,5.71,11303.76,,,118.81,2.26,8.40,2.00,5.33,5.30
14/02/2019 04:16,4030,1249.20,33.05,18.08,,472.69,23000.00,5.77,11302.18,,,125.12,2.26,5.82,2.00,5.33,5.52
14/02/2019 04:31,4030,1249.55,32.83,18.04,,473.02,22990.00,5.80,11297.05,,,117.83,2.30,3.85,2.00,5.33,5.43
14/02/2019 04:46,4030,1250.42,33.30,18.16,,472.97,23010.00,5.78,11295.44,,,107.87,2.36,2.20,2.00,5.33,5.64
14/02/2019 05:01,4030,1249.62,33.01,18.17,,472.51,23010.00,5.76,11302.30,,,105.26,2.38,1.33,2.00,5.34,5.17
14/02/2019 05:16,4030,1250.03,33.12,18.15,,473.30,23010.00,5.74,11299.74,,,107.88,2.40,1.05,2.00,5.34,5.18
14/02/2019 05:31,4030,1250.24,33.08,18.10,,473.05,23010.00,5.74,11297.41,,,114.06,2.43,0.97,2.00,5.34,6.13
14/02/2019 05:46,4030,1250.25,33.05,18.16,,472.92,23010.00,5.75,11302.33,,,117.61,2.44,0.93,2.00,5.34,5.62
14/02/2019 06:01,4030,1250.98,32.73,18.10,,472.99,22990.00,5.76,11301.57,,,119.14,2.46,0.95,2.00,5.34,6.02
14/02/2019 06:16,4030,1249.61,33.26,18.10,,472.61,23000.00,5.77,11296.72,,,117.39,2.46,1.06,2.00,5.35,5.00
14/02/2019 06:31,4030,1249.84,33.13,18.10,,473.53,23000.00,5.76,11299.21,,,117.12,2.47,1.50,2.00,5.35,5.63
14/02/2019 06:46,4030,1250.03,32.59,18.03,,473.14,22900.00,5.76,11297.00,,,116.21,2.47,2.39,2.00,5.35,5.54
14/02/2019 07:01,4030,1250.11,32.94,18.22,,472.67,22970.00,5.76,11303.10,,,116.47,2.48,3.77,2.00,5.35,5.41
14/02/2019 07:16,4030,1250.59,33.10,18.03,,473.24,22990.00,5.76,11297.97,,,116.36,2.48,5.59,2.00,5.35,5.00
14/02/2019 07:31,4030,1249.88,33.09,18.10,,472.65,22980.00,5.76,11303.40,,,116.43,2.49,7.84,2.00,5.36,5.79
14/02/2019 07:46,4030,1249.61,32.61,18.08,,472.92,22970.00,5.76,11520.43,,,116.19,2.47,10.16,2.00,5.36,5.82
14/02/2019 08:01,4030,994.99,32.99,18.10,,473.15,23060.00,5.77,11784.24,,,116.40,2.40,12.80,2.00,5.35,4.85
14/02/2019 08:16,4030,570.07,33.41,18.08,,472.49,23120.00,5.80,11796.32,,,112.55,2.31,15.36,2.00,5.35,6.50
14/02/2019 08:31,4030,500.12,32.91,18.09,,473.47,23020.00,5.83,11811.25,,,94.43,2.08,17.29,2.00,5.35,5.63
14/02/2019 08:46,4030,537.82,32.74,18.06,,472.94,22960.00,5.89,11789.91,,,86.56,1.90,17.46,2.00,5.35,8.37
14/02/2019 09:01,4030,1291.05,33.09,18.14,,472.91,22960.00,5.88,11789.68,,,77.16,1.92,15.75,2.00,5.35,7.74
14/02/2019 09:16,4030,1249.27,33.39,18.11,,473.42,23010.00,5.75,11809.88,,,90.77,2.18,12.16,2.00,5.34,5.16
14/02/2019 09:31,4030,1250.09,32.90,18.11,,472.71,23020.00,5.73,11780.66,,,108.99,2.16,7.88,2.00,5.34,5.80
14/02/2019 09:46,4030,1249.75,33.05,18.07,,472.92,22980.00,5.77,11375.00,,,120.48,2.23,3.76,2.00,5.34,5.63
14/02/2019 10:01,4030,1250.11,32.54,18.10,,473.03,23010.00,5.83,11300.32,,,115.32,2.34,1.41,2.00,5.34,6.89
14/02/2019 10:16,4030,1248.21,33.25,18.07,,472.79,23000.00,5.81,11301.44,,,105.26,2.42,1.01,2.00,5.35,6.56
14/02/2019 10:31,4030,1250.77,33.21,18.23,,473.17,23010.00,5.78,11291.28,,,102.89,2.48,0.92,2.00,5.35,5.94
14/02/2019 10:46,4030,1249.89,32.88,18.08,,473.31,22990.00,5.75,10813.62,,,108.83,2.55,0.84,2.00,5.35,5.16
14/02/2019 11:01,4030,1249.74,33.04,18.23,,472.54,23000.00,5.77,10500.26,,,114.12,2.63,0.78,2.00,5.35,5.73
14/02/2019 11:16,4030,1250.42,33.27,17.99,,473.06,23000.00,5.77,10502.32,,,116.13,2.70,0.77,2.00,5.36,6.79
14/02/2019 11:31,4030,1249.42,32.80,17.87,,473.02,23000.00,5.78,10504.78,,,116.10,2.75,0.78,2.00,5.35,5.85
14/02/2019 11:46,4030,1249.33,33.06,18.05,,473.09,22920.00,5.77,10501.74,,,115.61,2.79,0.81,2.00,5.35,6.38
14/02/2019 12:01,4030,1250.26,32.92,18.08,,472.84,23030.00,5.77,10498.31,,,115.36,2.80,1.59,2.00,5.36,6.41
14/02/2019 12:16,4030,1249.55,32.93,18.08,,473.09,22990.00,5.77,10499.26,,,114.50,2.81,3.20,2.00,5.36,6.14
14/02/2019 12:31,4030,899.00,33.27,18.15,,472.72,23100.00,5.76,10498.78,,,114.81,2.81,5.37,2.00,5.36,7.88
14/02/2019 12:46,4030,599.68,33.10,18.15,,472.86,23030.00,5.79,10499.62,,,111.19,2.71,7.92,2.00,5.36,5.98
14/02/2019 13:01,4030,941.62,33.17,18.17,,473.03,22910.00,5.82,10502.94,,,95.28,2.48,9.57,2.00,5.36,6.97
14/02/2019 13:16,4030,1249.91,32.80,18.02,,472.16,23060.00,5.73,10497.46,,,88.37,2.67,9.47,2.00,5.36,6.68
14/02/2019 13:31,4030,1249.51,33.32,18.10,,472.88,23010.00,5.70,10495.10,,,103.29,2.82,9.40,2.00,5.35,5.72
14/02/2019 13:46,4030,1249.86,32.65,18.06,,473.27,23000.00,5.72,10494.05,,,119.36,2.74,9.37,2.06,5.40,6.44
14/02/2019 14:01,4030,1249.70,33.14,18.12,,473.10,23000.00,5.79,10505.63,,,119.34,2.70,8.85,2.00,5.37,5.63
14/02/2019 14:16,4030,1250.31,32.80,18.05,,472.68,23010.00,5.78,10498.11,,,109.95,2.74,8.27,2.00,5.37,5.96
14/02/2019 14:31,4030,1250.23,33.24,18.13,,473.49,23000.00,5.75,10498.91,,,106.07,2.75,8.07,2.00,5.36,6.27
14/02/2019 14:46,4030,1249.69,32.54,17.94,,473.30,22980.00,5.73,10502.13,,,107.19,2.76,8.10,2.00,5.37,5.45
14/02/2019 15:01,4030,1250.27,33.18,18.11,,473.24,22990.00,5.73,10500.92,,,111.19,2.78,8.67,2.00,5.37,7.17
14/02/2019 15:16,4030,1249.76,33.08,18.05,,473.20,22990.00,5.73,10715.13,,,113.69,2.79,9.88,2.00,5.37,7.68
14/02/2019 15:31,4030,628.46,32.83,18.13,,473.31,23110.00,5.74,10261.61,,,115.76,2.81,11.55,2.00,5.37,5.61
14/02/2019 15:46,4030,600.08,32.96,18.07,,472.69,22990.00,5.80,10004.77,,,103.73,2.68,13.32,2.00,5.37,6.06
14/02/2019 16:01,4030,599.92,33.11,18.12,,473.50,22990.00,5.78,9999.31,,,86.76,2.52,13.53,2.00,5.37,6.75
14/02/2019 16:16,4030,599.94,33.07,18.08,,472.96,23000.00,5.73,10002.02,,,77.99,2.44,11.86,2.00,5.37,6.55
14/02/2019 16:31,4030,599.91,33.03,18.12,,473.47,22990.00,5.68,10003.61,,,84.29,2.36,8.15,2.00,5.36,6.99
14/02/2019 16:46,4030,1076.93,32.84,18.06,,473.23,22900.00,5.69,10002.39,,,98.74,2.24,2.50,2.00,5.35,11.80
14/02/2019 17:01,4030,1250.01,33.12,18.13,,472.73,22920.00,5.74,10002.65,,,99.80,2.67,0.98,2.00,5.34,13.74
14/02/2019 17:16,4030,1249.51,33.13,18.06,,473.53,23010.00,5.72,10003.01,,,100.31,2.90,0.94,2.00,5.34,18.38
14/02/2019 17:31,4030,1249.61,33.22,18.06,,472.92,22990.00,5.69,10001.65,,,105.06,2.93,0.92,2.00,5.33,20.96
14/02/2019 17:46,4030,1249.90,32.61,18.13,,472.51,23030.00,5.70,9996.41,,,110.30,2.95,0.85,2.00,5.33,19.56
14/02/2019 18:01,4030,1249.42,33.42,18.17,,472.74,22980.00,5.71,9998.56,,,111.86,3.00,0.82,2.00,5.33,16.54
14/02/2019 18:16,4030,1250.91,32.82,18.11,,473.06,23020.00,5.72,9993.60,,,111.45,3.07,0.81,2.00,5.34,12.02
14/02/2019 18:31,4030,1249.35,33.00,18.10,,472.54,23100.00,5.73,10004.67,,,108.84,3.14,0.80,2.00,5.34,12.72
